family,dataset,condition,target,seed,alpha,delta,beta,base_metric,apply_rate,joint_harm,cond_harm,acc_gain,loss_gain,blanket_acc_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,q_hat,n_conf,n_test,exchangeable
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.1,0.05,0.7,0.579934,0.259096,0.034179,0.131915,-0.002205,0.002522,0.00441,0.04724,0.414553,0.579934,0.688742,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.1,0.05,1.0,0.579934,0.334068,0.023153,0.069307,0.001103,0.003412,-0.012128,0.042858,0.357222,0.567806,0.687862,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.15,0.05,0.7,0.579934,0.334068,0.066152,0.19802,0.001103,0.001768,0.00441,0.04724,0.414553,0.579934,0.650827,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.15,0.05,1.0,0.579934,0.377067,0.038589,0.102339,0.0,0.003193,-0.012128,0.042858,0.357222,0.567806,0.640259,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.2,0.05,0.7,0.579934,0.380375,0.0871,0.228986,-0.002205,0.00107,0.00441,0.04724,0.414553,0.579934,0.620089,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.2,0.05,1.0,0.579934,0.448732,0.057332,0.127764,0.00441,0.006708,-0.012128,0.042858,0.357222,0.567806,0.603934,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.3,0.05,0.7,0.579934,0.487321,0.132304,0.271493,0.005513,0.004355,0.00441,0.04724,0.414553,0.579934,0.559819,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.3,0.05,1.0,0.579934,0.565601,0.119074,0.210526,-0.003308,0.006579,-0.012128,0.042858,0.357222,0.567806,0.5507,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.4,0.05,0.7,0.579934,0.579934,0.179713,0.309886,0.001103,0.004237,0.00441,0.04724,0.414553,0.579934,0.508505,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.4,0.05,1.0,0.579934,0.661521,0.169791,0.256667,-0.009923,0.005877,-0.012128,0.042858,0.357222,0.567806,0.508545,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.5,0.05,0.7,0.579934,0.533627,0.157663,0.295455,-0.001103,0.003303,0.00441,0.04724,0.414553,0.579934,0.461392,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.5,0.05,1.0,0.579934,0.6086,0.142227,0.233696,-0.006615,0.006275,-0.012128,0.042858,0.357222,0.567806,0.471027,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.05,0.05,0.9,0.495039,0.158765,0.020948,0.131944,0.026461,0.026809,0.084895,0.185638,0.427784,0.572216,0.75421,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.05,0.05,1.0,0.495039,0.108049,0.00882,0.081633,0.0,0.0032,0.071665,0.184566,0.439912,0.566703,0.75287,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.1,0.05,0.9,0.495039,0.232635,0.046307,0.199052,0.048512,0.040963,0.084895,0.185638,0.427784,0.572216,0.688771,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.1,0.05,1.0,0.495039,0.15656,0.029768,0.190141,0.009923,0.00992,0.071665,0.184566,0.439912,0.566703,0.689746,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.15,0.05,0.9,0.495039,0.307607,0.074972,0.243728,0.058434,0.053222,0.084895,0.185638,0.427784,0.572216,0.647879,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.15,0.05,1.0,0.495039,0.232635,0.059537,0.255924,0.024256,0.024777,0.071665,0.184566,0.439912,0.566703,0.64742,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.2,0.05,0.9,0.495039,0.342889,0.092613,0.270096,0.056229,0.053264,0.084895,0.185638,0.427784,0.572216,0.623631,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.2,0.05,1.0,0.495039,0.298787,0.083793,0.280443,0.039691,0.041281,0.071665,0.184566,0.439912,0.566703,0.60738,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.3,0.05,0.9,0.495039,0.449835,0.136714,0.303922,0.070562,0.071917,0.084895,0.185638,0.427784,0.572216,0.565988,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.3,0.05,1.0,0.495039,0.3914,0.120176,0.307042,0.060639,0.0634,0.071665,0.184566,0.439912,0.566703,0.553051,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.4,0.05,0.9,0.495039,0.538037,0.179713,0.334016,0.072767,0.086645,0.084895,0.185638,0.427784,0.572216,0.515233,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.4,0.05,1.0,0.495039,0.487321,0.163175,0.334842,0.070562,0.083011,0.071665,0.184566,0.439912,0.566703,0.510348,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,hard,0,0.5,0.05,0.9,0.495039,0.501654,0.163175,0.325275,0.068357,0.078508,0.084895,0.185638,0.427784,0.572216,0.463315,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.5,0.05,1.0,0.495039,0.434399,0.13892,0.319797,0.066152,0.072678,0.071665,0.184566,0.439912,0.566703,0.469304,1814,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.05,0.05,0.75,0.536935,0.166483,0.01323,0.07947,0.002205,0.00314,0.031974,0.094759,0.433297,0.571114,0.689032,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.05,0.05,0.8,0.536935,0.249173,0.006615,0.026549,-0.003308,0.001338,0.0,0.051744,0.427784,0.536935,0.73737,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.1,0.05,0.75,0.536935,0.24366,0.039691,0.162896,0.011025,0.007313,0.031974,0.094759,0.433297,0.571114,0.637211,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.1,0.05,0.8,0.536935,0.278942,0.022051,0.079051,-0.003308,-0.000195,0.0,0.051744,0.427784,0.536935,0.682753,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.15,0.05,0.75,0.536935,0.315325,0.076075,0.241259,0.01323,0.007088,0.031974,0.094759,0.433297,0.571114,0.60095,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.15,0.05,0.8,0.536935,0.300992,0.033076,0.10989,-0.002205,-0.001526,0.0,0.051744,0.427784,0.536935,0.654583,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.2,0.05,0.75,0.536935,0.36935,0.100331,0.271642,0.01323,0.008485,0.031974,0.094759,0.433297,0.571114,0.57286,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.2,0.05,0.8,0.536935,0.337376,0.055127,0.163399,-0.005513,-0.004116,0.0,0.051744,0.427784,0.536935,0.621189,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.3,0.05,0.75,0.536935,0.45645,0.135612,0.297101,0.029768,0.01531,0.031974,0.094759,0.433297,0.571114,0.534449,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.3,0.05,0.8,0.536935,0.410143,0.097023,0.236559,-0.005513,-0.005772,0.0,0.051744,0.427784,0.536935,0.58062,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.4,0.05,0.75,0.536935,0.53473,0.171996,0.321649,0.034179,0.02056,0.031974,0.094759,0.433297,0.571114,0.50594,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.4,0.05,0.8,0.536935,0.500551,0.13892,0.277533,0.00441,-0.003421,0.0,0.051744,0.427784,0.536935,0.533978,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,hard,0,0.5,0.05,0.75,0.536935,0.489526,0.151047,0.308559,0.030871,0.016218,0.031974,0.094759,0.433297,0.571114,0.474297,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,full,cross_mask,0,0.5,0.05,0.8,0.536935,0.527012,0.15215,0.288703,0.005513,-0.002881,0.0,0.051744,0.427784,0.536935,0.479881,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.05,0.05,0.825,0.496141,0.094818,0.015436,0.162791,0.024256,0.023854,0.085998,0.249895,0.477398,0.573319,0.690417,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.05,0.05,1.0,0.496141,0.054024,0.0,0.0,0.0,0.000547,0.039691,0.20658,0.476295,0.535832,0.728696,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.1,0.05,0.825,0.496141,0.167585,0.046307,0.276316,0.035281,0.041333,0.085998,0.249895,0.477398,0.573319,0.640081,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.1,0.05,1.0,0.496141,0.070562,0.011025,0.15625,-0.001103,-0.002221,0.039691,0.20658,0.476295,0.535832,0.689168,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.15,0.05,0.825,0.496141,0.224917,0.06946,0.308824,0.045204,0.05702,0.085998,0.249895,0.477398,0.573319,0.604885,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.15,0.05,1.0,0.496141,0.108049,0.029768,0.27551,0.001103,-0.003602,0.039691,0.20658,0.476295,0.535832,0.656168,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.2,0.05,0.825,0.496141,0.294377,0.09151,0.310861,0.06946,0.082711,0.085998,0.249895,0.477398,0.573319,0.5756,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.2,0.05,1.0,0.496141,0.133407,0.042999,0.322314,0.002205,-0.004265,0.039691,0.20658,0.476295,0.535832,0.627985,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.3,0.05,0.825,0.496141,0.396913,0.137817,0.347222,0.080485,0.102284,0.085998,0.249895,0.477398,0.573319,0.533628,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.3,0.05,1.0,0.496141,0.164278,0.056229,0.342282,0.001103,-0.002583,0.039691,0.20658,0.476295,0.535832,0.578991,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.4,0.05,0.825,0.496141,0.512679,0.192944,0.376344,0.085998,0.124216,0.085998,0.249895,0.477398,0.573319,0.500186,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.4,0.05,1.0,0.496141,0.224917,0.072767,0.323529,0.029768,0.024992,0.039691,0.20658,0.476295,0.535832,0.534799,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,hard,0,0.5,0.05,0.825,0.496141,0.414553,0.14774,0.356383,0.07828,0.105898,0.085998,0.249895,0.477398,0.573319,0.470872,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot50,cross_mask,0,0.5,0.05,1.0,0.496141,0.252481,0.085998,0.340611,0.030871,0.030197,0.039691,0.20658,0.476295,0.535832,0.481939,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.05,0.05,0.85,0.501654,0.057332,0.01323,0.230769,0.022051,0.032856,0.063947,0.444247,0.496141,0.563396,0.680366,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.05,0.05,1.0,0.501654,0.014333,0.0,0.0,0.001103,-1.3e-05,0.027563,0.403739,0.498346,0.529217,0.732316,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.1,0.05,0.85,0.501654,0.112459,0.037486,0.333333,0.027563,0.052759,0.063947,0.444247,0.496141,0.563396,0.642889,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.1,0.05,1.0,0.501654,0.029768,0.007718,0.259259,0.0,-0.001142,0.027563,0.403739,0.498346,0.529217,0.693196,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.15,0.05,0.85,0.501654,0.173098,0.058434,0.33758,0.046307,0.091616,0.063947,0.444247,0.496141,0.563396,0.609323,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.15,0.05,1.0,0.501654,0.048512,0.017641,0.363636,-0.001103,-0.002327,0.027563,0.403739,0.498346,0.529217,0.666778,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.2,0.05,0.85,0.501654,0.23484,0.083793,0.356808,0.057332,0.120135,0.063947,0.444247,0.496141,0.563396,0.582058,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.2,0.05,1.0,0.501654,0.063947,0.028666,0.448276,-0.001103,-0.004252,0.027563,0.403739,0.498346,0.529217,0.63743,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.3,0.05,0.85,0.501654,0.329658,0.125689,0.381271,0.067255,0.163266,0.063947,0.444247,0.496141,0.563396,0.543539,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.3,0.05,1.0,0.501654,0.08269,0.035281,0.426667,0.00441,0.008383,0.027563,0.403739,0.498346,0.529217,0.572993,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.4,0.05,0.85,0.501654,0.443219,0.180816,0.40796,0.06946,0.20043,0.063947,0.444247,0.496141,0.563396,0.505687,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.4,0.05,1.0,0.501654,0.125689,0.048512,0.385965,0.020948,0.039083,0.027563,0.403739,0.498346,0.529217,0.531902,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,hard,0,0.5,0.05,0.85,0.501654,0.383682,0.15215,0.396552,0.067255,0.186826,0.063947,0.444247,0.496141,0.563396,0.474579,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,prot25,cross_mask,0,0.5,0.05,1.0,0.501654,0.157663,0.060639,0.384615,0.028666,0.053578,0.027563,0.403739,0.498346,0.529217,0.488313,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.05,0.05,0.725,0.579934,0.223815,0.022051,0.098522,0.00882,0.004048,0.00441,0.062308,0.426681,0.555678,0.714759,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.05,0.05,0.75,0.579934,0.285557,0.007718,0.027027,-0.001103,-0.000136,-0.048512,0.027772,0.414553,0.513782,0.746438,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.1,0.05,0.725,0.579934,0.282249,0.039691,0.140625,0.009923,0.006031,0.00441,0.062308,0.426681,0.555678,0.650184,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.1,0.05,0.75,0.579934,0.30871,0.018743,0.060714,-0.001103,-0.001823,-0.048512,0.027772,0.414553,0.513782,0.687309,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.15,0.05,0.725,0.579934,0.326351,0.057332,0.175676,0.007718,0.005612,0.00441,0.062308,0.426681,0.555678,0.618079,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.15,0.05,0.75,0.579934,0.341786,0.039691,0.116129,-0.001103,-0.004184,-0.048512,0.027772,0.414553,0.513782,0.637037,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.2,0.05,0.725,0.579934,0.356119,0.072767,0.204334,0.00441,0.004857,0.00441,0.062308,0.426681,0.555678,0.589544,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.2,0.05,0.75,0.579934,0.37817,0.056229,0.148688,-0.002205,-0.004941,-0.048512,0.027772,0.414553,0.513782,0.603966,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.3,0.05,0.725,0.579934,0.437707,0.111356,0.254408,0.006615,0.006113,0.00441,0.062308,0.426681,0.555678,0.542737,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.3,0.05,0.75,0.579934,0.45645,0.100331,0.219807,-0.015436,-0.00796,-0.048512,0.027772,0.414553,0.513782,0.55519,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.4,0.05,0.725,0.579934,0.52591,0.155458,0.295597,0.003308,0.006419,0.00441,0.062308,0.426681,0.555678,0.50391,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.4,0.05,0.75,0.579934,0.561191,0.157663,0.280943,-0.026461,-0.012835,-0.048512,0.027772,0.414553,0.513782,0.516248,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,hard,0,0.5,0.05,0.725,0.579934,0.471885,0.128997,0.273364,0.002205,0.005185,0.00441,0.062308,0.426681,0.555678,0.471326,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.5,0.05,0.75,0.579934,0.571114,0.16538,0.289575,-0.031974,-0.013586,-0.048512,0.027772,0.414553,0.513782,0.487111,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.05,0.05,0.825,0.495039,0.14774,0.026461,0.179104,0.029768,0.03463,0.06946,0.204039,0.467475,0.563396,0.692798,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.05,0.05,1.0,0.495039,0.074972,0.006615,0.088235,0.0,-0.000418,0.024256,0.167687,0.459757,0.519294,0.732498,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.1,0.05,0.825,0.495039,0.203969,0.042999,0.210811,0.050717,0.058264,0.06946,0.204039,0.467475,0.563396,0.634363,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.1,0.05,1.0,0.495039,0.103638,0.018743,0.180851,0.0,-0.002124,0.024256,0.167687,0.459757,0.519294,0.688506,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.15,0.05,0.825,0.495039,0.270121,0.077178,0.285714,0.051819,0.065723,0.06946,0.204039,0.467475,0.563396,0.600671,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.15,0.05,1.0,0.495039,0.153252,0.046307,0.302158,0.0,-0.006245,0.024256,0.167687,0.459757,0.519294,0.637287,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.2,0.05,0.825,0.495039,0.310915,0.095921,0.308511,0.058434,0.071218,0.06946,0.204039,0.467475,0.563396,0.575381,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.2,0.05,1.0,0.495039,0.173098,0.051819,0.299363,0.002205,-0.005318,0.024256,0.167687,0.459757,0.519294,0.608414,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.3,0.05,0.825,0.495039,0.394708,0.136714,0.346369,0.067255,0.081152,0.06946,0.204039,0.467475,0.563396,0.53758,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.3,0.05,1.0,0.495039,0.194046,0.063947,0.329545,-0.003308,-0.006949,0.024256,0.167687,0.459757,0.519294,0.559482,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.4,0.05,0.825,0.495039,0.484013,0.180816,0.373576,0.068357,0.093485,0.06946,0.204039,0.467475,0.563396,0.506019,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.4,0.05,1.0,0.495039,0.229327,0.074972,0.326923,0.009923,0.005394,0.024256,0.167687,0.459757,0.519294,0.521089,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.5,0.05,0.825,0.495039,0.426681,0.151047,0.354005,0.070562,0.085735,0.06946,0.204039,0.467475,0.563396,0.47307,1209,907,True
drugban,biosnap_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.5,0.05,1.0,0.495039,0.248071,0.083793,0.337778,0.011025,0.00494,0.024256,0.167687,0.459757,0.519294,0.489672,1209,907,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.05,0.05,0.15,0.551433,0.6543,0.006745,0.010309,-0.002248,0.002085,-0.005059,0.006416,0.17032,0.516582,0.732339,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.05,0.05,0.275,0.551433,0.610455,0.002248,0.003683,0.001686,0.00186,-0.002811,0.008324,0.202361,0.525576,0.721286,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.1,0.05,0.15,0.551433,0.676785,0.015177,0.022425,-0.002248,0.001922,-0.005059,0.006416,0.17032,0.516582,0.677988,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.1,0.05,0.275,0.551433,0.629005,0.006745,0.010724,0.001686,0.002191,-0.002811,0.008324,0.202361,0.525576,0.667154,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.15,0.05,0.15,0.551433,0.705453,0.024733,0.03506,-0.002248,0.002009,-0.005059,0.006416,0.17032,0.516582,0.644542,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.15,0.05,0.275,0.551433,0.645868,0.014053,0.021758,0.001686,0.001988,-0.002811,0.008324,0.202361,0.525576,0.635854,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.2,0.05,0.15,0.551433,0.727937,0.035975,0.049421,-0.002248,0.001615,-0.005059,0.006416,0.17032,0.516582,0.619168,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.2,0.05,0.275,0.551433,0.66498,0.025295,0.038039,0.001686,0.001582,-0.002811,0.008324,0.202361,0.525576,0.611941,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.3,0.05,0.15,0.551433,0.776841,0.056773,0.073082,-0.002248,0.001752,-0.005059,0.006416,0.17032,0.516582,0.575044,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.3,0.05,0.275,0.551433,0.709949,0.046093,0.064925,0.001686,0.001523,-0.002811,0.008324,0.202361,0.525576,0.571152,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.4,0.05,0.15,0.551433,0.827993,0.07701,0.093007,-0.003373,0.002334,-0.005059,0.006416,0.17032,0.516582,0.532106,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.4,0.05,0.275,0.551433,0.762226,0.073075,0.09587,-0.002811,0.001042,-0.002811,0.008324,0.202361,0.525576,0.53099,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,hard,0,0.5,0.05,0.15,0.551433,0.857785,0.092187,0.107471,-0.005059,0.002268,-0.005059,0.006416,0.17032,0.516582,0.491111,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,full,cross_mask,0,0.5,0.05,0.275,0.551433,0.794266,0.088814,0.111819,-0.002248,0.001154,-0.002811,0.008324,0.202361,0.525576,0.49414,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.05,0.05,0.375,0.536818,0.303541,0.021922,0.072222,0.000562,-0.000932,0.010118,0.024713,0.334458,0.546374,0.716503,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.05,0.05,0.55,0.536818,0.32434,0.017988,0.055459,0.002811,-0.000289,0.006183,0.02656,0.337268,0.530635,0.703703,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.1,0.05,0.375,0.536818,0.347386,0.038224,0.110032,0.001124,-0.001027,0.010118,0.024713,0.334458,0.546374,0.682583,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.1,0.05,0.55,0.536818,0.350197,0.028106,0.080257,0.003373,-6.6e-05,0.006183,0.02656,0.337268,0.530635,0.672841,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.15,0.05,0.375,0.536818,0.387296,0.056211,0.145138,0.000562,-0.002035,0.010118,0.024713,0.334458,0.546374,0.658503,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.15,0.05,0.55,0.536818,0.390107,0.046093,0.118156,0.002248,-0.001471,0.006183,0.02656,0.337268,0.530635,0.649009,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.2,0.05,0.375,0.536818,0.428893,0.073637,0.171691,0.002248,-0.002407,0.010118,0.024713,0.334458,0.546374,0.6352,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.2,0.05,0.55,0.536818,0.428893,0.062957,0.146789,0.003935,-0.000987,0.006183,0.02656,0.337268,0.530635,0.624591,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.3,0.05,0.375,0.536818,0.535694,0.119168,0.222455,-0.001686,-0.00398,0.010118,0.024713,0.334458,0.546374,0.588046,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.3,0.05,0.55,0.536818,0.528949,0.10118,0.191286,0.011242,0.001325,0.006183,0.02656,0.337268,0.530635,0.575098,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.4,0.05,0.375,0.536818,0.6543,0.17032,0.260309,0.007307,-0.001807,0.010118,0.024713,0.334458,0.546374,0.535687,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.4,0.05,0.55,0.536818,0.608769,0.139404,0.228994,0.011242,0.000895,0.006183,0.02656,0.337268,0.530635,0.532215,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,hard,0,0.5,0.05,0.375,0.536818,0.699831,0.192805,0.275502,0.009556,-0.001686,0.010118,0.024713,0.334458,0.546374,0.491061,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot50,cross_mask,0,0.5,0.05,0.55,0.536818,0.656549,0.166386,0.253425,0.006183,0.000346,0.006183,0.02656,0.337268,0.530635,0.492068,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.05,0.05,0.375,0.528949,0.304103,0.022485,0.073937,-0.000562,-0.000692,0.011804,0.024134,0.333333,0.549185,0.71526,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.05,0.05,0.525,0.528949,0.300731,0.019674,0.065421,0.002811,0.000592,0.009556,0.0236,0.344013,0.541877,0.700596,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.1,0.05,0.375,0.528949,0.370433,0.045531,0.122914,-0.000562,-0.001104,0.011804,0.024134,0.333333,0.549185,0.672941,3557,1779,True
