condition,seed,arm,base_acc,d_acc,loss_gain,joint_harm,cond_harm,apply_rate
scaffold,1,selector:agreement,0.7453122155470598,0.0,0.041833362291944336,0.0717276533770253,0.2689419795221843,0.2667030766430002
scaffold,1,selector:random,0.7453122155470598,0.007828144911705914,0.18523493760038084,0.156198798470781,0.5626229508196722,0.2776260695430548
scaffold,2,conformal gate,0.7453122155470598,0.02894593118514477,0.14759314947303126,0.05315856544693246,0.16600341102899374,0.3202257418532678
scaffold,2,selector:maxprob,0.7453122155470598,-0.0005461496450026582,0.2826067216030707,0.1946113235026397,0.5889807162534435,0.3304205352266521
scaffold,2,selector:margin,0.7453122155470598,-0.0005461496450026582,0.2826067216030707,0.1946113235026397,0.5889807162534435,0.3304205352266521
scaffold,2,selector:negentropy,0.7453122155470598,-0.0005461496450026582,0.2826067216030707,0.1946113235026397,0.5889807162534435,0.3304205352266521
scaffold,2,selector:agreement,0.7453122155470598,0.00036409976333517946,0.04658861732858223,0.11068632805388677,0.3572267920094007,0.3098488985982159
scaffold,2,selector:random,0.7453122155470598,0.008374294556708572,0.20179679449382568,0.17859093391589295,0.5677083333333334,0.3145821955215729
scaffold_prot50,0,conformal gate,0.6730384125250318,0.0724558529036956,0.28316200019762117,0.0693610049153468,0.21261160714285715,0.3262333879482978
scaffold_prot50,0,selector:maxprob,0.6730384125250318,0.0014563990533406068,0.4186385665350122,0.2475878390679046,0.7387289516567083,0.3351538321500091
scaffold_prot50,0,selector:margin,0.6730384125250318,0.0014563990533406068,0.4186385665350122,0.2475878390679046,0.7387289516567083,0.3351538321500091
scaffold_prot50,0,selector:negentropy,0.6730384125250318,0.0014563990533406068,0.4186385665350122,0.2475878390679046,0.7387289516567083,0.3351538321500091
scaffold_prot50,0,selector:agreement,0.6730384125250318,0.00018204988166758973,0.045516793333200474,0.1623884944474786,0.5240893066980024,0.3098488985982159
scaffold_prot50,0,selector:random,0.6730384125250318,0.022210085563444393,0.2352183091190488,0.1756781358092117,0.5498575498575499,0.3194975423265975
scaffold_prot50,1,conformal gate,0.6730384125250318,0.07318405243036596,0.2860653236465743,0.0733661023120335,0.21736785329018338,0.3375204806116876
scaffold_prot50,1,selector:maxprob,0.6730384125250318,0.002730748225013735,0.4229728379896677,0.2475878390679046,0.7319698600645855,0.3382486801383579
scaffold_prot50,1,selector:margin,0.6730384125250318,0.002730748225013735,0.4229728379896677,0.2475878390679046,0.7319698600645855,0.3382486801383579
scaffold_prot50,1,selector:negentropy,0.6730384125250318,0.002730748225013735,0.4229728379896677,0.2475878390679046,0.7319698600645855,0.3382486801383579
scaffold_prot50,1,selector:agreement,0.6730384125250318,0.0,0.04567109168517202,0.16111414527580556,0.5175438596491229,0.3113052976515565
